state_name,state_code,date,day_num,total_cases,confirmed_cases,probable_cases,new_cases,pnew_cases,total_deaths,confirmed_deaths,probable_deaths,new_deaths,pnew_deaths,consent_cases,consent_deaths,created_at
California,CA,4/6/2021,113,3583830,0.0,0.0,1367,0.0,58541,0.0,0.0,7,0.0,Not agree,Not agree,4/7/2021 14:25
Colorado,CO,4/6/2021,113,470254,440873.0,29381.0,1266,265.0,6132,5399.0,733.0,6,0.0,Agree,Agree,4/7/2021 14:25
Connecticut,CT,4/6/2021,113,317729,292833.0,24896.0,1074,184.0,7930,6517.0,1413.0,7,2.0,Agree,Agree,4/7/2021 14:25
District of Columbia,DC,4/6/2021,113,45234,0.0,0.0,122,0.0,1074,0.0,0.0,2,0.0,0,0,4/7/2021 14:25
Delaware,DE,4/6/2021,113,96806,90941.0,5865.0,229,29.0,1567,1428.0,139.0,1,0.0,Agree,Agree,4/7/2021 14:25
Florida,FL,4/6/2021,113,2051647,0.0,0.0,5367,2300.0,33780,0.0,0.0,70,-2.0,Not agree,Not agree,4/7/2021 14:25
Micronesia,FM,4/6/2021,113,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/7/2021 14:25
Georgia,GA,4/6/2021,113,1066671,857307.0,209364.0,1474,507.0,19238,16761.0,2477.0,26,14.0,Agree,Agree,4/7/2021 14:25
Guam,GU,4/6/2021,113,7828,0.0,0.0,3,0.0,136,0.0,0.0,0,0.0,Not agree,Not agree,4/7/2021 14:25
Hawaii,HI,4/6/2021,113,29311,0.0,0.0,52,0.0,464,0.0,0.0,0,0.0,Not agree,Not agree,4/7/2021 14:25
Iowa,IA,4/6/2021,113,354072,0.0,0.0,524,206.0,5835,0.0,0.0,13,13.0,Not agree,Not agree,4/7/2021 14:25
Idaho,ID,4/6/2021,113,182182,146321.0,35861.0,346,103.0,1974,1721.0,253.0,2,0.0,Agree,Agree,4/7/2021 14:25
Illinois,IL,4/6/2021,113,1261667,1261667.0,0.0,2931,0.0,23673,21395.0,2278.0,8,-3.0,Agree,Agree,4/7/2021 14:25
Indiana,IN,4/6/2021,113,692240,0.0,0.0,615,0.0,13084,12679.0,405.0,9,-2.0,Not agree,Agree,4/7/2021 14:25
Kansas,KS,4/6/2021,113,303227,245180.0,58047.0,0,0.0,4927,0.0,0.0,0,0.0,Agree,0,4/7/2021 14:25
Kentucky,KY,4/6/2021,113,429841,326828.0,103013.0,330,144.0,6184,5594.0,590.0,7,0.0,Agree,Agree,4/7/2021 14:25
Louisiana,LA,4/6/2021,113,446955,0.0,0.0,218,45.0,10174,9324.0,850.0,9,-3.0,Not agree,Agree,4/7/2021 14:25
Massachusetts,MA,4/6/2021,113,619429,609533.0,9896.0,1566,0.0,17201,16993.0,208.0,12,0.0,Agree,Agree,4/7/2021 14:25
Maryland,MD,4/6/2021,113,419055,0.0,0.0,0,0.0,8378,8192.0,186.0,0,0.0,0,Agree,4/7/2021 14:25
Maine,ME,4/6/2021,113,52679,40094.0,12585.0,401,148.0,747,724.0,23.0,1,0.0,Agree,Agree,4/7/2021 14:25
Michigan,MI,4/6/2021,113,786123,707463.0,78660.0,6149,1185.0,17343,16297.0,1046.0,45,3.0,Agree,Agree,4/7/2021 14:25
Minnesota,MN,4/6/2021,113,530662,0.0,0.0,3012,342.0,6967,6509.0,458.0,4,1.0,0,Agree,4/7/2021 14:25
Missouri,MO,4/6/2021,113,581164,0.0,0.0,817,359.0,8509,0.0,0.0,1,0.0,Not agree,Not agree,4/7/2021 14:25
Northern Mariana Islands,MP,4/6/2021,113,160,160.0,0.0,1,0.0,2,2.0,0.0,0,0.0,Agree,Agree,4/7/2021 14:25
Mississippi,MS,4/6/2021,113,306611,187925.0,118686.0,453,289.0,7077,4899.0,2178.0,18,9.0,Agree,Agree,4/7/2021 14:25
Montana,MT,4/6/2021,113,105333,97920.0,7413.0,191,32.0,1477,1477.0,0.0,11,0.0,Agree,Agree,4/7/2021 14:25
North Carolina,NC,4/6/2021,113,923430,796638.0,126792.0,870,121.0,12189,10768.0,1421.0,16,0.0,Agree,Agree,4/7/2021 14:25
North Dakota,ND,4/6/2021,113,104167,97226.0,6941.0,193,94.0,1468,0.0,0.0,0,0.0,Agree,Not agree,4/7/2021 14:25
Nebraska,NE,4/6/2021,113,212785,0.0,0.0,827,0.0,2183,0.0,0.0,2,0.0,Not agree,Not agree,4/7/2021 14:25
New Hampshire,NH,4/6/2021,113,86510,0.0,0.0,385,139.0,1249,0.0,0.0,0,0.0,Not agree,Not agree,4/7/2021 14:25
New Jersey,NJ,4/6/2021,113,933736,820686.0,113050.0,3710,488.0,24700,22132.0,2568.0,51,0.0,Agree,Agree,4/7/2021 14:25
New Mexico,NM,4/6/2021,113,192773,0.0,0.0,178,0.0,3960,0.0,0.0,7,0.0,0,Not agree,4/7/2021 14:25
Nevada,NV,4/6/2021,113,305652,0.0,0.0,295,0.0,5297,0.0,0.0,22,0.0,0,0,4/7/2021 14:25
New York,NY,4/6/2021,113,1048952,0.0,0.0,2850,0.0,18916,0.0,0.0,13,0.0,Not agree,Not agree,4/7/2021 14:25
New York City,NY,4/6/2021,113,872470,723235.0,149235.0,3500,711.0,31588,26515.0,5073.0,39,-13.0,Agree,Agree,4/7/2021 14:25
Ohio,OH,4/6/2021,113,1028800,870273.0,158527.0,1871,723.0,18744,18744.0,0.0,98,0.0,Agree,Agree,4/7/2021 14:25
Oklahoma,OK,4/6/2021,113,441906,348805.0,93101.0,29,13.0,6675,5656.0,1019.0,1,0.0,Agree,Agree,4/7/2021 0:00
Oregon,OR,4/6/2021,113,167658,167658.0,0.0,530,0.0,2427,2427.0,0.0,33,0.0,Agree,Agree,4/7/2021 14:25
Pennsylvania,PA,4/6/2021,113,1049655,891908.0,157747.0,4255,1094.0,25237,0.0,0.0,37,26.0,Agree,Not agree,4/7/2021 14:25
Puerto Rico,PR,4/6/2021,113,110233,99847.0,10386.0,211,144.0,2139,1824.0,315.0,8,-2.0,Agree,Agree,4/7/2021 14:25
Palau,PW,4/6/2021,113,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/7/2021 14:25
Rhode Island,RI,4/6/2021,113,139549,0.0,0.0,376,0.0,2632,0.0,0.0,3,0.0,Not agree,0,4/7/2021 14:25
Marshall Islands,MH,4/6/2021,113,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/7/2021 14:25
South Carolina,SC,4/6/2021,113,558733,468977.0,89756.0,514,168.0,9280,0.0,0.0,13,3.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,4/6/2021,113,118680,0.0,0.0,163,29.0,1938,1579.0,359.0,0,0.0,0,Agree,4/7/2021 14:25
Tennessee,TN,4/6/2021,113,818008,678220.0,139788.0,986,384.0,11967,9604.0,2363.0,38,9.0,Agree,Agree,4/7/2021 14:25
Texas,TX,4/6/2021,113,2800254,0.0,0.0,5771,1628.0,47921,0.0,0.0,0,0.0,Not agree,Not agree,4/7/2021 0:00
Utah,UT,4/6/2021,113,387814,387814.0,0.0,300,0.0,2137,2077.0,60.0,4,0.0,Agree,Agree,4/7/2021 14:25
Virginia,VA,4/6/2021,113,629155,490958.0,138197.0,1550,493.0,10415,8719.0,1696.0,14,11.0,Agree,Agree,4/7/2021 14:25
Virgin Islands,VI,4/6/2021,113,2945,0.0,0.0,0,0.0,26,0.0,0.0,0,0.0,0,0,4/7/2021 14:25
Vermont,VT,4/6/2021,113,20373,0.0,0.0,106,-6.0,229,0.0,0.0,0,0.0,Not agree,Not agree,4/7/2021 14:25
Washington,WA,4/6/2021,113,370652,0.0,0.0,635,119.0,5299,0.0,0.0,14,0.0,0,0,4/7/2021 14:25
Wisconsin,WI,4/6/2021,113,640704,581070.0,59634.0,1151,265.0,7349,6648.0,701.0,8,0.0,Agree,Agree,4/7/2021 14:25
West Virginia,WV,4/6/2021,113,144010,113819.0,30191.0,277,76.0,2707,0.0,0.0,11,2.0,Agree,Not agree,4/7/2021 14:25
Wyoming,WY,4/6/2021,113,56619,47931.0,8688.0,90,19.0,701,701.0,0.0,1,0.0,Agree,Agree,4/7/2021 14:25
Alaska,AK,4/7/2021,114,61695,0.0,0.0,215,0.0,309,0.0,0.0,0,0.0,0,0,4/8/2021 13:46
Alabama,AL,4/7/2021,114,517452,402879.0,114573.0,338,116.0,10652,8392.0,2260.0,0,0.0,Agree,Agree,4/8/2021 13:46
Arkansas,AR,4/7/2021,114,331505,0.0,0.0,244,118.0,5660,0.0,0.0,7,2.0,Not agree,Not agree,4/8/2021 13:46
American Samoa,AS,4/7/2021,114,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/8/2021 13:46
Arizona,AZ,4/7/2021,114,846230,785925.0,60305.0,750,171.0,17023,15094.0,1929.0,27,1.0,Agree,Agree,4/8/2021 13:46
California,CA,4/7/2021,114,3586059,0.0,0.0,2229,0.0,58659,0.0,0.0,118,0.0,Not agree,Not agree,4/8/2021 13:46
Colorado,CO,4/7/2021,114,472167,442640.0,29527.0,1913,146.0,6139,5406.0,733.0,7,0.0,Agree,Agree,4/8/2021 13:46
Connecticut,CT,4/7/2021,114,318767,293647.0,25120.0,1038,224.0,7935,6521.0,1414.0,5,1.0,Agree,Agree,4/8/2021 13:46
District of Columbia,DC,4/7/2021,114,45328,0.0,0.0,94,0.0,1076,0.0,0.0,2,0.0,0,0,4/8/2021 13:46
Delaware,DE,4/7/2021,114,97042,91148.0,5894.0,236,29.0,1567,1428.0,139.0,0,0.0,Agree,Agree,4/8/2021 13:46
Florida,FL,4/7/2021,114,2057359,0.0,0.0,5712,1897.0,33822,0.0,0.0,42,3.0,Not agree,Not agree,4/8/2021 13:46
Micronesia,FM,4/7/2021,114,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/8/2021 13:46
Georgia,GA,4/7/2021,114,1068199,858268.0,209931.0,1528,567.0,19305,16827.0,2478.0,67,1.0,Agree,Agree,4/8/2021 13:46
Guam,GU,4/7/2021,114,7830,0.0,0.0,2,0.0,136,0.0,0.0,0,0.0,Not agree,Not agree,4/8/2021 13:46
Hawaii,HI,4/7/2021,114,29384,0.0,0.0,73,0.0,464,0.0,0.0,0,0.0,Not agree,Not agree,4/8/2021 13:46
Iowa,IA,4/7/2021,114,354822,0.0,0.0,750,198.0,5836,0.0,0.0,1,1.0,Not agree,Not agree,4/8/2021 13:46
Idaho,ID,4/7/2021,114,182531,146594.0,35937.0,349,76.0,1980,1727.0,253.0,6,0.0,Agree,Agree,4/8/2021 13:46
Illinois,IL,4/7/2021,114,1265457,1265457.0,0.0,3790,0.0,23702,21423.0,2279.0,29,1.0,Agree,Agree,4/8/2021 13:46
Indiana,IN,4/7/2021,114,693425,0.0,0.0,1185,0.0,13099,12694.0,405.0,15,0.0,Not agree,Agree,4/8/2021 13:46
Kansas,KS,4/7/2021,114,303767,245561.0,58206.0,540,159.0,4932,0.0,0.0,5,1.0,Agree,0,4/8/2021 13:46
Kentucky,KY,4/7/2021,114,430860,327377.0,103483.0,1019,470.0,6198,5607.0,591.0,10,1.0,Agree,Agree,4/8/2021 13:46
Louisiana,LA,4/7/2021,114,447655,0.0,0.0,700,424.0,10185,9332.0,853.0,11,3.0,Not agree,Agree,4/8/2021 13:46
Massachusetts,MA,4/7/2021,114,621721,611825.0,9896.0,2292,0.0,17222,17014.0,208.0,21,0.0,Agree,Agree,4/8/2021 13:46
Maryland,MD,4/7/2021,114,421823,0.0,0.0,2768,0.0,8410,8224.0,186.0,32,0.0,0,Agree,4/8/2021 13:46
Maine,ME,4/7/2021,114,52999,40292.0,12707.0,320,122.0,748,725.0,23.0,1,0.0,Agree,Agree,4/8/2021 13:46
Michigan,MI,4/7/2021,114,795492,715478.0,80014.0,9369,1354.0,17373,16327.0,1046.0,30,0.0,Agree,Agree,4/8/2021 13:46
Minnesota,MN,4/7/2021,114,532658,0.0,0.0,1996,496.0,6986,6527.0,459.0,19,1.0,0,Agree,4/8/2021 13:46
Missouri,MO,4/7/2021,114,581890,0.0,0.0,726,278.0,8510,0.0,0.0,1,0.0,Not agree,Not agree,4/8/2021 13:46
Northern Mariana Islands,MP,4/7/2021,114,160,160.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,4/8/2021 13:46
Mississippi,MS,4/7/2021,114,306851,188070.0,118781.0,240,95.0,7083,4903.0,2180.0,6,2.0,Agree,Agree,4/8/2021 13:46
Montana,MT,4/7/2021,114,105526,98093.0,7433.0,193,20.0,1489,1489.0,0.0,12,0.0,Agree,Agree,4/8/2021 13:46
North Carolina,NC,4/7/2021,114,924810,797695.0,127115.0,1380,323.0,12212,10787.0,1425.0,23,4.0,Agree,Agree,4/8/2021 13:46
North Dakota,ND,4/7/2021,114,104364,97351.0,7013.0,197,72.0,1468,0.0,0.0,0,0.0,Agree,Not agree,4/8/2021 13:46
Nebraska,NE,4/7/2021,114,212785,0.0,0.0,0,0.0,2183,0.0,0.0,0,0.0,Not agree,Not agree,4/8/2021 13:46
New Hampshire,NH,4/7/2021,114,86935,0.0,0.0,425,173.0,1250,0.0,0.0,1,1.0,Not agree,Not agree,4/8/2021 13:46
New Jersey,NJ,4/7/2021,114,937979,824179.0,113800.0,4243,750.0,24749,22176.0,2573.0,49,5.0,Agree,Agree,4/8/2021 13:46
New Mexico,NM,4/7/2021,114,192989,0.0,0.0,216,0.0,3963,0.0,0.0,3,0.0,0,Not agree,4/8/2021 13:46
Nevada,NV,4/7/2021,114,305929,0.0,0.0,277,0.0,5308,0.0,0.0,11,0.0,0,0,4/8/2021 13:46
New York,NY,4/7/2021,114,1052698,0.0,0.0,3746,0.0,18944,0.0,0.0,28,0.0,Not agree,Not agree,4/8/2021 13:46
New York City,NY,4/7/2021,114,876246,726088.0,150158.0,3776,923.0,31645,26573.0,5072.0,57,-1.0,Agree,Agree,4/8/2021 13:46
Ohio,OH,4/7/2021,114,1030864,871741.0,159123.0,2064,596.0,18744,18744.0,0.0,0,0.0,Agree,Agree,4/8/2021 13:46
Oklahoma,OK,4/7/2021,114,442389,349164.0,93225.0,483,124.0,6680,5658.0,1022.0,5,3.0,Agree,Agree,4/8/2021 13:46
Oregon,OR,4/7/2021,114,168128,168128.0,0.0,470,0.0,2434,2434.0,0.0,7,0.0,Agree,Agree,4/8/2021 13:46
Pennsylvania,PA,4/7/2021,114,1054298,895121.0,159177.0,4643,1430.0,25285,0.0,0.0,48,-38.0,Agree,Not agree,4/8/2021 13:46
Puerto Rico,PR,4/7/2021,114,110679,100079.0,10600.0,446,214.0,2141,1823.0,318.0,2,3.0,Agree,Agree,4/8/2021 13:46
Palau,PW,4/7/2021,114,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/8/2021 13:46
Rhode Island,RI,4/7/2021,114,140025,0.0,0.0,476,0.0,2635,0.0,0.0,3,0.0,Not agree,0,4/8/2021 13:46
Marshall Islands,MH,4/7/2021,114,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/8/2021 13:46
South Carolina,SC,4/7/2021,114,559681,469507.0,90174.0,948,418.0,9283,0.0,0.0,3,0.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,4/7/2021,114,118975,0.0,0.0,295,83.0,1938,1579.0,359.0,0,0.0,0,Agree,4/8/2021 13:46
Tennessee,TN,4/7/2021,114,819505,679207.0,140298.0,1497,510.0,11976,9612.0,2364.0,9,1.0,Agree,Agree,4/8/2021 13:46
Texas,TX,4/7/2021,114,2804798,0.0,0.0,4544,869.0,47921,0.0,0.0,0,0.0,Not agree,Not agree,4/8/2021 0:00
Utah,UT,4/7/2021,114,388426,388426.0,0.0,612,0.0,2139,2079.0,60.0,2,0.0,Agree,Agree,4/8/2021 13:46
Virginia,VA,4/7/2021,114,631083,492454.0,138629.0,1928,432.0,10436,8742.0,1694.0,21,-2.0,Agree,Agree,4/8/2021 13:46
Virgin Islands,VI,4/7/2021,114,2954,0.0,0.0,9,0.0,26,0.0,0.0,0,0.0,0,0,4/8/2021 13:46
Vermont,VT,4/7/2021,114,20442,0.0,0.0,69,8.0,230,0.0,0.0,1,0.0,Not agree,Not agree,4/8/2021 13:46
Washington,WA,4/7/2021,114,372170,0.0,0.0,1518,415.0,5306,0.0,0.0,7,0.0,0,0,4/8/2021 13:46
Wisconsin,WI,4/7/2021,114,641642,581797.0,59845.0,938,211.0,7356,6653.0,703.0,7,2.0,Agree,Agree,4/8/2021 13:46
West Virginia,WV,4/7/2021,114,144374,114034.0,30340.0,364,149.0,2722,0.0,0.0,15,4.0,Agree,Not agree,4/8/2021 13:46
Wyoming,WY,4/7/2021,114,56700,47985.0,8715.0,81,27.0,701,701.0,0.0,0,0.0,Agree,Agree,4/8/2021 13:46
Alaska,AK,4/8/2021,115,61918,0.0,0.0,223,0.0,309,0.0,0.0,0,0.0,0,0,4/9/2021 14:11
Alabama,AL,4/8/2021,115,517916,403175.0,114741.0,464,168.0,10675,8409.0,2266.0,23,6.0,Agree,Agree,4/9/2021 14:11
Arkansas,AR,4/8/2021,115,331704,0.0,0.0,199,48.0,5662,0.0,0.0,2,0.0,Not agree,Not agree,4/9/2021 14:11
American Samoa,AS,4/8/2021,115,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/9/2021 14:11
Arizona,AZ,4/8/2021,115,846900,786453.0,60447.0,670,142.0,17055,15123.0,1932.0,32,3.0,Agree,Agree,4/9/2021 14:11
California,CA,4/8/2021,115,3588152,0.0,0.0,2093,0.0,58788,0.0,0.0,129,0.0,Not agree,Not agree,4/9/2021 14:11
Colorado,CO,4/8/2021,115,474053,444367.0,29686.0,1886,159.0,6143,5410.0,733.0,4,0.0,Agree,Agree,4/9/2021 14:11
Connecticut,CT,4/8/2021,115,319779,294522.0,25257.0,1012,137.0,7940,6526.0,1414.0,5,0.0,Agree,Agree,4/9/2021 14:11
District of Columbia,DC,4/8/2021,115,45498,0.0,0.0,170,0.0,1077,0.0,0.0,1,0.0,0,0,4/9/2021 14:11
Delaware,DE,4/8/2021,115,97404,91415.0,5989.0,362,95.0,1568,1429.0,139.0,1,0.0,Agree,Agree,4/9/2021 14:11
Florida,FL,4/8/2021,115,2065122,0.0,0.0,7763,2442.0,33906,0.0,0.0,84,11.0,Not agree,Not agree,4/9/2021 14:11
Micronesia,FM,4/8/2021,115,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/9/2021 14:11
Georgia,GA,4/8/2021,115,1069689,859388.0,210301.0,1490,370.0,19374,16886.0,2488.0,69,10.0,Agree,Agree,4/9/2021 14:11
Guam,GU,4/8/2021,115,7833,0.0,0.0,3,0.0,136,0.0,0.0,0,0.0,Not agree,Not agree,4/9/2021 14:11
Hawaii,HI,4/8/2021,115,29505,0.0,0.0,121,0.0,467,0.0,0.0,3,0.0,Not agree,Not agree,4/9/2021 14:11
Iowa,IA,4/8/2021,115,355453,0.0,0.0,631,146.0,5843,0.0,0.0,7,7.0,Not agree,Not agree,4/9/2021 14:11
Idaho,ID,4/8/2021,115,182841,146816.0,36025.0,310,88.0,1989,1733.0,256.0,9,3.0,Agree,Agree,4/9/2021 14:11
Illinois,IL,4/8/2021,115,1269196,1269196.0,0.0,3739,0.0,23740,21457.0,2283.0,38,4.0,Agree,Agree,4/9/2021 14:11
Indiana,IN,4/8/2021,115,694836,0.0,0.0,1411,0.0,13114,12710.0,404.0,15,-1.0,Not agree,Agree,4/9/2021 14:11
Kansas,KS,4/8/2021,115,303767,245561.0,58206.0,0,0.0,4932,0.0,0.0,0,0.0,Agree,0,4/9/2021 14:11
Kentucky,KY,4/8/2021,115,431487,327777.0,103710.0,627,227.0,6214,5622.0,592.0,16,1.0,Agree,Agree,4/9/2021 14:11
Louisiana,LA,4/8/2021,115,448104,0.0,0.0,449,139.0,10200,9343.0,857.0,15,4.0,Not agree,Agree,4/9/2021 14:11
Massachusetts,MA,4/8/2021,115,623659,613763.0,9896.0,1938,0.0,17230,17022.0,208.0,8,0.0,Agree,Agree,4/9/2021 14:11
Maryland,MD,4/8/2021,115,421823,0.0,0.0,0,0.0,8410,8224.0,186.0,0,0.0,0,Agree,4/9/2021 14:11
Maine,ME,4/8/2021,115,53438,40549.0,12889.0,439,182.0,750,728.0,22.0,2,-1.0,Agree,Agree,4/9/2021 14:11
Michigan,MI,4/8/2021,115,804031,723297.0,80734.0,8539,720.0,17450,16400.0,1050.0,34,4.0,Agree,Agree,4/9/2021 14:11
Minnesota,MN,4/8/2021,115,535182,0.0,0.0,2524,527.0,7000,6539.0,461.0,14,2.0,0,Agree,4/9/2021 14:11
Missouri,MO,4/8/2021,115,582679,0.0,0.0,789,314.0,8510,0.0,0.0,0,0.0,Not agree,Not agree,4/9/2021 14:11
Northern Mariana Islands,MP,4/8/2021,115,160,160.0,0.0,0,0.0,2,2.0,0.0,0,0.0,Agree,Agree,4/9/2021 14:11
Mississippi,MS,4/8/2021,115,307094,188150.0,118944.0,243,163.0,7086,4905.0,2181.0,0,1.0,Agree,Agree,4/9/2021 14:11
Montana,MT,4/8/2021,115,105750,98290.0,7460.0,224,27.0,1494,1494.0,0.0,5,0.0,Agree,Agree,4/9/2021 14:11
North Carolina,NC,4/8/2021,115,926897,799183.0,127714.0,2087,599.0,12224,10797.0,1427.0,12,2.0,Agree,Agree,4/9/2021 14:11
North Dakota,ND,4/8/2021,115,104488,97481.0,7007.0,124,-6.0,1470,0.0,0.0,2,0.0,Agree,Not agree,4/9/2021 14:11
Nebraska,NE,4/8/2021,115,213574,0.0,0.0,789,0.0,2219,0.0,0.0,36,0.0,Not agree,Not agree,4/9/2021 14:11
New Hampshire,NH,4/8/2021,115,87441,0.0,0.0,506,0.0,1251,0.0,0.0,1,0.0,Not agree,Not agree,4/9/2021 14:11
New Jersey,NJ,4/8/2021,115,942311,827795.0,114516.0,4332,716.0,24783,22210.0,2573.0,34,0.0,Agree,Agree,4/9/2021 14:11
New Mexico,NM,4/8/2021,115,193247,0.0,0.0,258,0.0,3974,0.0,0.0,11,0.0,0,Not agree,4/9/2021 14:11
Nevada,NV,4/8/2021,115,306315,0.0,0.0,386,0.0,5313,0.0,0.0,5,0.0,0,0,4/9/2021 14:11
New York,NY,4/8/2021,115,1057251,0.0,0.0,4553,0.0,18958,0.0,0.0,14,0.0,Not agree,Not agree,4/9/2021 14:11
New York City,NY,4/8/2021,115,879909,729005.0,150904.0,3663,746.0,31690,26624.0,5066.0,45,-6.0,Agree,Agree,4/9/2021 14:11
Ohio,OH,4/8/2021,115,1033606,873606.0,160000.0,2742,877.0,18744,18744.0,0.0,0,0.0,Agree,Agree,4/9/2021 14:11
Oklahoma,OK,4/8/2021,115,442805,349504.0,93301.0,416,76.0,6691,5662.0,1029.0,11,7.0,Agree,Agree,4/9/2021 14:11
Oregon,OR,4/8/2021,115,168795,168795.0,0.0,667,0.0,2439,2439.0,0.0,5,0.0,Agree,Agree,4/9/2021 14:11
Pennsylvania,PA,4/8/2021,115,1059044,898992.0,160052.0,4746,875.0,25327,0.0,0.0,42,31.0,Agree,Not agree,4/9/2021 14:11
Puerto Rico,PR,4/8/2021,115,111760,100752.0,11008.0,1081,408.0,2146,1828.0,318.0,5,0.0,Agree,Agree,4/9/2021 14:11
Palau,PW,4/8/2021,115,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/9/2021 14:11
Rhode Island,RI,4/8/2021,115,140534,0.0,0.0,509,0.0,2636,0.0,0.0,1,0.0,Not agree,0,4/9/2021 14:11
Marshall Islands,MH,4/8/2021,115,4,4.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/9/2021 14:11
South Carolina,SC,4/8/2021,115,560704,470150.0,90554.0,1023,380.0,9292,0.0,0.0,9,2.0,Agree,Not agree,4/14/2021 13:28
South Dakota,SD,4/8/2021,115,119197,0.0,0.0,222,51.0,1939,1580.0,359.0,1,0.0,0,Agree,4/9/2021 14:11
Tennessee,TN,4/8/2021,115,820965,680334.0,140631.0,1460,333.0,11997,9630.0,2367.0,21,3.0,Agree,Agree,4/9/2021 14:11
Texas,TX,4/8/2021,115,2809497,0.0,0.0,3177,732.0,48013,0.0,0.0,92,0.0,Not agree,Not agree,4/9/2021 14:11
Utah,UT,4/8/2021,115,388909,388909.0,0.0,483,0.0,2149,2088.0,61.0,10,1.0,Agree,Agree,4/9/2021 14:11
Virginia,VA,4/8/2021,115,632625,493454.0,139171.0,1542,542.0,10451,8755.0,1696.0,15,2.0,Agree,Agree,4/9/2021 14:11
Virgin Islands,VI,4/8/2021,115,2971,0.0,0.0,17,0.0,26,0.0,0.0,0,0.0,0,0,4/9/2021 14:11
Vermont,VT,4/8/2021,115,20669,0.0,0.0,227,5.0,230,0.0,0.0,0,0.0,Not agree,Not agree,4/9/2021 14:11
Washington,WA,4/8/2021,115,373212,0.0,0.0,1042,134.0,5316,0.0,0.0,10,0.0,0,0,4/9/2021 14:11
Wisconsin,WI,4/8/2021,115,642757,582843.0,59914.0,1115,69.0,7370,6667.0,703.0,14,0.0,Agree,Agree,4/9/2021 14:11
West Virginia,WV,4/8/2021,115,144820,114366.0,30454.0,446,114.0,2735,0.0,0.0,13,7.0,Agree,Not agree,4/9/2021 14:11
Wyoming,WY,4/8/2021,115,56802,48068.0,8734.0,102,19.0,701,701.0,0.0,0,0.0,Agree,Agree,4/9/2021 14:11
Alaska,AK,4/9/2021,116,62161,0.0,0.0,243,0.0,309,0.0,0.0,0,0.0,0,0,4/10/2021 13:45
Alabama,AL,4/9/2021,116,518234,403401.0,114833.0,318,92.0,10686,8417.0,2269.0,11,3.0,Agree,Agree,4/10/2021 13:45
Arkansas,AR,4/9/2021,116,331882,0.0,0.0,178,58.0,5661,0.0,0.0,-1,0.0,Not agree,Not agree,4/10/2021 13:45
American Samoa,AS,4/9/2021,116,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,4/10/2021 13:45
Arizona,AZ,4/9/2021,116,848202,787553.0,60649.0,677,202.0,17062,15136.0,1926.0,7,-6.0,Agree,Agree,4/10/2021 13:45
California,CA,4/9/2021,116,3590758,0.0,0.0,2606,0.0,58943,0.0,0.0,155,0.0,Not agree,Not agree,4/10/2021 13:45
Colorado,CO,4/9/2021,116,475988,446139.0,29849.0,1935,163.0,6150,5416.0,734.0,7,1.0,Agree,Agree,4/10/2021 13:45
Connecticut,CT,4/9/2021,116,321586,296201.0,25385.0,1807,128.0,7944,6530.0,1414.0,4,0.0,Agree,Agree,4/10/2021 13:45
District of Columbia,DC,4/9/2021,116,45634,0.0,0.0,136,0.0,1079,0.0,0.0,2,0.0,0,0,4/10/2021 13:45
Delaware,DE,4/9/2021,116,97784,91727.0,6057.0,380,68.0,1573,1434.0,139.0,5,0.0,Agree,Agree,4/10/2021 13:45
Florida,FL,4/9/2021,116,2072053,0.0,0.0,6931,1972.0,33968,0.0,0.0,62,2.0,Not agree,Not agree,4/10/2021 13:45
Micronesia,FM,4/9/2021,116,1,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,Agree,Agree,4/10/2021 13:45
Georgia,GA,4/9/2021,116,1071130,860393.0,210737.0,1441,436.0,19424,16930.0,2494.0,50,6.0,Agree,Agree,4/10/2021 13:45
Guam,GU,4/9/2021,116,7835,0.0,0.0,2,0.0,136,0.0,0.0,0,0.0,Not agree,Not agree,4/10/2021 13:45
Hawaii,HI,4/9/2021,116,29586,0.0,0.0,81,0.0,467,0.0,0.0,0,0.0,Not agree,Not agree,4/10/2021 13:45
Iowa,IA,4/9/2021,116,356068,0.0,0.0,615,181.0,5849,0.0,0.0,6,6.0,Not agree,Not agree,4/10/2021 13:45
