state_name,state_code,date,day_num,pfe_dose_1,pfe_dose_2,mrna_dose_1,mrna_dose_2,jnj_dose_1
North Carolina,NC,12/21/2020,7,61425,61425,175900.0,175900.0,0.0
North Dakota,ND,12/21/2020,7,4875,4875,13200.0,13200.0,0.0
Ohio,OH,12/21/2020,7,70200,70200,201900.0,201900.0,0.0
Oklahoma,OK,12/21/2020,7,23400,23400,66200.0,66200.0,0.0
Oregon,OR,12/21/2020,7,25350,25350,72100.0,72100.0,0.0
Palau,PW,12/21/2020,7,0,0,2800.0,0.0,0.0
Pennsylvania,PA,12/21/2020,7,69225,69225,198800.0,198800.0,0.0
Philadelphia,,12/21/2020,7,9750,9750,27600.0,27600.0,0.0
Puerto Rico,PR,12/21/2020,7,21450,21450,60400.0,60400.0,0.0
Rhode Island,RI,12/21/2020,7,6825,6825,19000.0,19000.0,0.0
South Carolina,SC,12/21/2020,7,30225,30225,86400.0,86400.0,0.0
South Dakota,SD,12/21/2020,7,5850,5850,14600.0,14600.0,0.0
Tennessee,TN,12/21/2020,7,39975,39975,115200.0,115200.0,0.0
Texas,TX,12/21/2020,7,159900,159900,460500.0,460500.0,0.0
U.S. Virgin Islands,,12/21/2020,7,975,975,1900.0,1900.0,0.0
Utah,UT,12/21/2020,7,16575,16575,47800.0,47800.0,0.0
Vermont,VT,12/21/2020,7,4875,4875,11400.0,11400.0,0.0
Virginia,VA,12/21/2020,7,50700,50700,146400.0,146400.0,0.0
Washington,WA,12/21/2020,7,44850,44850,128000.0,128000.0,0.0
West Virginia,WV,12/21/2020,7,11700,11700,32600.0,32600.0,0.0
Wisconsin,WI,12/21/2020,7,35100,35100,101000.0,101000.0,0.0
Wyoming,WY,12/21/2020,7,3900,3900,10000.0,10000.0,0.0
Alabama,AL,12/14/2020,0,40950,40950,0.0,0.0,0.0
Alaska,AK,12/14/2020,0,35100,35100,0.0,0.0,0.0
American Samoa,AS,12/14/2020,0,5850,0,0.0,0.0,0.0
Arizona,AZ,12/14/2020,0,58500,58500,0.0,0.0,0.0
Arkansas,AR,12/14/2020,0,25350,25350,0.0,0.0,0.0
California,CA,12/14/2020,0,327600,327600,0.0,0.0,0.0
Chicago,,12/14/2020,0,23400,23400,0.0,0.0,0.0
Colorado,CO,12/14/2020,0,46800,46800,0.0,0.0,0.0
Connecticut,CT,12/14/2020,0,31200,31200,0.0,0.0,0.0
Delaware,DE,12/14/2020,0,8775,8775,0.0,0.0,0.0
District of Columbia,DC,12/14/2020,0,6825,6825,0.0,0.0,0.0
Federal Entities,,12/14/2020,0,156000,142350,0.0,0.0,0.0
Florida,FL,12/14/2020,0,179400,179400,0.0,0.0,0.0
Georgia,GA,12/14/2020,0,84825,84825,0.0,0.0,0.0
Guam,GU,12/14/2020,0,11700,0,0.0,0.0,0.0
Hawaii,HI,12/14/2020,0,12675,12675,0.0,0.0,0.0
Idaho,ID,12/14/2020,0,13650,13650,0.0,0.0,0.0
Illinois,IL,12/14/2020,0,85800,85800,0.0,0.0,0.0
Indiana,IN,12/14/2020,0,55575,55575,0.0,0.0,0.0
Iowa,IA,12/14/2020,0,26325,26325,0.0,0.0,0.0
Kansas,KS,12/14/2020,0,24375,24375,0.0,0.0,0.0
Kentucky,KY,12/14/2020,0,38025,38025,0.0,0.0,0.0
Louisiana,LA,12/14/2020,0,39000,39000,0.0,0.0,0.0
Maine,ME,12/14/2020,0,12675,12675,0.0,0.0,0.0
Mariana Islands,,12/14/2020,0,5850,0,0.0,0.0,0.0
Marshall Islands,MH,12/14/2020,0,0,0,0.0,0.0,0.0
Maryland,MD,12/14/2020,0,50700,50700,0.0,0.0,0.0
Massachusetts,MA,12/14/2020,0,59475,59475,0.0,0.0,0.0
Michigan,MI,12/14/2020,0,84825,84825,0.0,0.0,0.0
Micronesia,FM,12/14/2020,0,0,0,0.0,0.0,0.0
Minnesota,MN,12/14/2020,0,46800,46800,0.0,0.0,0.0
Mississippi,MS,12/14/2020,0,25350,25350,0.0,0.0,0.0
Missouri,MO,12/14/2020,0,51675,51675,0.0,0.0,0.0
Montana,MT,12/14/2020,0,9750,9750,0.0,0.0,0.0
Nebraska,NE,12/14/2020,0,16575,16575,0.0,0.0,0.0
Nevada,NV,12/14/2020,0,25350,25350,0.0,0.0,0.0
New Hampshire,NH,12/14/2020,0,12675,12675,0.0,0.0,0.0
New Jersey,NJ,12/14/2020,0,76050,76050,0.0,0.0,0.0
New Mexico,NM,12/14/2020,0,17550,17550,0.0,0.0,0.0
New York,NY,12/14/2020,0,96525,96525,0.0,0.0,0.0
New York City,,12/14/2020,0,73125,73125,0.0,0.0,0.0
North Carolina,NC,12/14/2020,0,85800,85800,0.0,0.0,0.0
North Dakota,ND,12/14/2020,0,6825,6825,0.0,0.0,0.0
Ohio,OH,12/14/2020,0,98475,98475,0.0,0.0,0.0
Oklahoma,OK,12/14/2020,0,33150,33150,0.0,0.0,0.0
Oregon,OR,12/14/2020,0,35100,35100,0.0,0.0,0.0
Palau,PW,12/14/2020,0,0,0,0.0,0.0,0.0
Pennsylvania,PA,12/14/2020,0,97500,97500,0.0,0.0,0.0
Philadelphia,,12/14/2020,0,13650,13650,0.0,0.0,0.0
Puerto Rico,PR,12/14/2020,0,30225,30225,0.0,0.0,0.0
Rhode Island,RI,12/14/2020,0,9750,9750,0.0,0.0,0.0
South Carolina,SC,12/14/2020,0,42900,42900,0.0,0.0,0.0
South Dakota,SD,12/14/2020,0,7800,7800,0.0,0.0,0.0
Tennessee,TN,12/14/2020,0,56550,56550,0.0,0.0,0.0
Texas,TX,12/14/2020,0,224250,224250,0.0,0.0,0.0
U.S. Virgin Islands,,12/14/2020,0,975,975,0.0,0.0,0.0
Utah,UT,12/14/2020,0,23400,23400,0.0,0.0,0.0
Vermont,VT,12/14/2020,0,5850,5850,0.0,0.0,0.0
Virginia,VA,12/14/2020,0,72150,72150,0.0,0.0,0.0
Washington,WA,12/14/2020,0,62400,62400,0.0,0.0,0.0
West Virginia,WV,12/14/2020,0,16575,16575,0.0,0.0,0.0
Wisconsin,WI,12/14/2020,0,49725,49725,0.0,0.0,0.0
Wyoming,WY,12/14/2020,0,4875,4875,0.0,0.0,0.0
