,state_name,state_code,date,day_num,pfe_dose_1,pfe_dose_2,mrna_dose_1,mrna_dose_2,jnj_dose_1
1058,Rhode Island,RI,12/28/2020,14,8775,8775,6600.0,6600.0,0.0
1059,South Carolina,SC,12/28/2020,14,39000,39000,29900.0,29900.0,0.0
1060,South Dakota,SD,12/28/2020,14,6825,6825,5100.0,5100.0,0.0
1061,Tennessee,TN,12/28/2020,14,51675,51675,39800.0,39800.0,0.0
1062,Texas,TX,12/28/2020,14,203775,203775,159100.0,159100.0,0.0
1063,U.S. Virgin Islands,,12/28/2020,14,975,975,700.0,700.0,0.0
1064,Utah,UT,12/28/2020,14,21450,21450,16600.0,16600.0,0.0
1065,Vermont,VT,12/28/2020,14,5850,5850,4000.0,4000.0,0.0
1066,Virginia,VA,12/28/2020,14,65325,65325,50600.0,50600.0,0.0
1067,Washington,WA,12/28/2020,14,57525,57525,44300.0,44300.0,0.0
1068,West Virginia,WV,12/28/2020,14,14625,14625,11300.0,11300.0,0.0
1069,Wisconsin,WI,12/28/2020,14,44850,44850,34900.0,34900.0,0.0
1070,Wyoming,WY,12/28/2020,14,4875,4875,3500.0,3500.0,0.0
1071,Alabama,AL,12/21/2020,7,29250,29250,84300.0,84300.0,0.0
1072,Alaska,AK,12/21/2020,7,0,0,26800.0,26800.0,0.0
1073,American Samoa,AS,12/21/2020,7,0,0,2400.0,0.0,0.0
1074,Arizona,AZ,12/21/2020,7,41925,41925,119400.0,119400.0,0.0
1075,Arkansas,AR,12/21/2020,7,18525,18525,51100.0,51100.0,0.0
1076,California,CA,12/21/2020,7,233025,233025,672600.0,672600.0,0.0
1077,Chicago,,12/21/2020,7,16575,16575,46800.0,46800.0,0.0
1078,Colorado,CO,12/21/2020,7,33150,33150,95600.0,95600.0,0.0
1079,Connecticut,CT,12/21/2020,7,22425,22425,63300.0,63300.0,0.0
1080,Delaware,DE,12/21/2020,7,5850,5850,16700.0,16700.0,0.0
1081,District of Columbia,DC,12/21/2020,7,4875,4875,12600.0,12600.0,0.0
1082,Federal Entities,,12/21/2020,7,102375,102375,298200.0,289200.0,0.0
1083,Florida,FL,12/21/2020,7,127725,127725,367900.0,367900.0,0.0
1084,Georgia,GA,12/21/2020,7,60450,60450,174400.0,174400.0,0.0
1085,Guam,GU,12/21/2020,7,0,0,7600.0,0.0,0.0
1086,Hawaii,HI,12/21/2020,7,8775,8775,25000.0,25000.0,0.0
1087,Idaho,ID,12/21/2020,7,9750,9750,28000.0,28000.0,0.0
1088,Illinois,IL,12/21/2020,7,60450,60450,174600.0,174600.0,0.0
1089,Indiana,IN,12/21/2020,7,39975,39975,113300.0,113300.0,0.0
1090,Iowa,IA,12/21/2020,7,19500,19500,53800.0,53800.0,0.0
1091,Kansas,KS,12/21/2020,7,17550,17550,49100.0,49100.0,0.0
1092,Kentucky,KY,12/21/2020,7,27300,27300,76700.0,76700.0,0.0
1093,Louisiana,LA,12/21/2020,7,28275,28275,79500.0,79500.0,0.0
1094,Maine,ME,12/21/2020,7,8775,8775,24200.0,24200.0,0.0
1095,Mariana Islands,,12/21/2020,7,0,0,2600.0,0.0,0.0
1096,Marshall Islands,MH,12/21/2020,7,0,0,7200.0,0.0,0.0
1097,Maryland,MD,12/21/2020,7,36075,36075,104300.0,104300.0,0.0
1098,Massachusetts,MA,12/21/2020,7,42900,42900,121900.0,121900.0,0.0
1099,Michigan,MI,12/21/2020,7,60450,60450,173600.0,173600.0,0.0
1100,Micronesia,FM,12/21/2020,7,0,0,9800.0,0.0,0.0
1101,Minnesota,MN,12/21/2020,7,33150,33150,94900.0,94900.0,0.0
1102,Mississippi,MS,12/21/2020,7,17550,17550,50800.0,50800.0,0.0
1103,Missouri,MO,12/21/2020,7,37050,37050,105300.0,105300.0,0.0
1104,Montana,MT,12/21/2020,7,6825,6825,18300.0,18300.0,0.0
1105,Nebraska,NE,12/21/2020,7,11700,11700,32400.0,32400.0,0.0
1106,Nevada,NV,12/21/2020,7,17550,17550,50300.0,50300.0,0.0
1107,New Hampshire,NH,12/21/2020,7,8775,8775,24200.0,24200.0,0.0
1108,New Jersey,NJ,12/21/2020,7,53625,53625,154500.0,154500.0,0.0
1109,New Mexico,NM,12/21/2020,7,12675,12675,36100.0,36100.0,0.0
1110,New York,NY,12/21/2020,7,68250,68250,196800.0,196800.0,0.0
1111,New York City,,12/21/2020,7,51675,51675,149400.0,149400.0,0.0
1112,North Carolina,NC,12/21/2020,7,61425,61425,175900.0,175900.0,0.0
1113,North Dakota,ND,12/21/2020,7,4875,4875,13200.0,13200.0,0.0
1114,Ohio,OH,12/21/2020,7,70200,70200,201900.0,201900.0,0.0
1115,Oklahoma,OK,12/21/2020,7,23400,23400,66200.0,66200.0,0.0
1116,Oregon,OR,12/21/2020,7,25350,25350,72100.0,72100.0,0.0
1117,Palau,PW,12/21/2020,7,0,0,2800.0,0.0,0.0
1118,Pennsylvania,PA,12/21/2020,7,69225,69225,198800.0,198800.0,0.0
1119,Philadelphia,,12/21/2020,7,9750,9750,27600.0,27600.0,0.0
1120,Puerto Rico,PR,12/21/2020,7,21450,21450,60400.0,60400.0,0.0
1121,Rhode Island,RI,12/21/2020,7,6825,6825,19000.0,19000.0,0.0
1122,South Carolina,SC,12/21/2020,7,30225,30225,86400.0,86400.0,0.0
1123,South Dakota,SD,12/21/2020,7,5850,5850,14600.0,14600.0,0.0
1124,Tennessee,TN,12/21/2020,7,39975,39975,115200.0,115200.0,0.0
1125,Texas,TX,12/21/2020,7,159900,159900,460500.0,460500.0,0.0
1126,U.S. Virgin Islands,,12/21/2020,7,975,975,1900.0,1900.0,0.0
1127,Utah,UT,12/21/2020,7,16575,16575,47800.0,47800.0,0.0
1128,Vermont,VT,12/21/2020,7,4875,4875,11400.0,11400.0,0.0
1129,Virginia,VA,12/21/2020,7,50700,50700,146400.0,146400.0,0.0
1130,Washington,WA,12/21/2020,7,44850,44850,128000.0,128000.0,0.0
1131,West Virginia,WV,12/21/2020,7,11700,11700,32600.0,32600.0,0.0
1132,Wisconsin,WI,12/21/2020,7,35100,35100,101000.0,101000.0,0.0
1133,Wyoming,WY,12/21/2020,7,3900,3900,10000.0,10000.0,0.0
1134,Alabama,AL,12/14/2020,0,40950,40950,0.0,0.0,0.0
1135,Alaska,AK,12/14/2020,0,35100,35100,0.0,0.0,0.0
1136,American Samoa,AS,12/14/2020,0,5850,0,0.0,0.0,0.0
1137,Arizona,AZ,12/14/2020,0,58500,58500,0.0,0.0,0.0
1138,Arkansas,AR,12/14/2020,0,25350,25350,0.0,0.0,0.0
1139,California,CA,12/14/2020,0,327600,327600,0.0,0.0,0.0
1140,Chicago,,12/14/2020,0,23400,23400,0.0,0.0,0.0
1141,Colorado,CO,12/14/2020,0,46800,46800,0.0,0.0,0.0
1142,Connecticut,CT,12/14/2020,0,31200,31200,0.0,0.0,0.0
1143,Delaware,DE,12/14/2020,0,8775,8775,0.0,0.0,0.0
1144,District of Columbia,DC,12/14/2020,0,6825,6825,0.0,0.0,0.0
1145,Federal Entities,,12/14/2020,0,156000,142350,0.0,0.0,0.0
1146,Florida,FL,12/14/2020,0,179400,179400,0.0,0.0,0.0
1147,Georgia,GA,12/14/2020,0,84825,84825,0.0,0.0,0.0
1148,Guam,GU,12/14/2020,0,11700,0,0.0,0.0,0.0
1149,Hawaii,HI,12/14/2020,0,12675,12675,0.0,0.0,0.0
1150,Idaho,ID,12/14/2020,0,13650,13650,0.0,0.0,0.0
1151,Illinois,IL,12/14/2020,0,85800,85800,0.0,0.0,0.0
1152,Indiana,IN,12/14/2020,0,55575,55575,0.0,0.0,0.0
1153,Iowa,IA,12/14/2020,0,26325,26325,0.0,0.0,0.0
1154,Kansas,KS,12/14/2020,0,24375,24375,0.0,0.0,0.0
1155,Kentucky,KY,12/14/2020,0,38025,38025,0.0,0.0,0.0
1156,Louisiana,LA,12/14/2020,0,39000,39000,0.0,0.0,0.0
1157,Maine,ME,12/14/2020,0,12675,12675,0.0,0.0,0.0
1158,Mariana Islands,,12/14/2020,0,5850,0,0.0,0.0,0.0
1159,Marshall Islands,MH,12/14/2020,0,0,0,0.0,0.0,0.0
1160,Maryland,MD,12/14/2020,0,50700,50700,0.0,0.0,0.0
1161,Massachusetts,MA,12/14/2020,0,59475,59475,0.0,0.0,0.0
1162,Michigan,MI,12/14/2020,0,84825,84825,0.0,0.0,0.0
1163,Micronesia,FM,12/14/2020,0,0,0,0.0,0.0,0.0
1164,Minnesota,MN,12/14/2020,0,46800,46800,0.0,0.0,0.0
1165,Mississippi,MS,12/14/2020,0,25350,25350,0.0,0.0,0.0
1166,Missouri,MO,12/14/2020,0,51675,51675,0.0,0.0,0.0
1167,Montana,MT,12/14/2020,0,9750,9750,0.0,0.0,0.0
1168,Nebraska,NE,12/14/2020,0,16575,16575,0.0,0.0,0.0
1169,Nevada,NV,12/14/2020,0,25350,25350,0.0,0.0,0.0
1170,New Hampshire,NH,12/14/2020,0,12675,12675,0.0,0.0,0.0
1171,New Jersey,NJ,12/14/2020,0,76050,76050,0.0,0.0,0.0
1172,New Mexico,NM,12/14/2020,0,17550,17550,0.0,0.0,0.0
1173,New York,NY,12/14/2020,0,96525,96525,0.0,0.0,0.0
1174,New York City,,12/14/2020,0,73125,73125,0.0,0.0,0.0
1175,North Carolina,NC,12/14/2020,0,85800,85800,0.0,0.0,0.0
1176,North Dakota,ND,12/14/2020,0,6825,6825,0.0,0.0,0.0
1177,Ohio,OH,12/14/2020,0,98475,98475,0.0,0.0,0.0
1178,Oklahoma,OK,12/14/2020,0,33150,33150,0.0,0.0,0.0
1179,Oregon,OR,12/14/2020,0,35100,35100,0.0,0.0,0.0
1180,Palau,PW,12/14/2020,0,0,0,0.0,0.0,0.0
1181,Pennsylvania,PA,12/14/2020,0,97500,97500,0.0,0.0,0.0
1182,Philadelphia,,12/14/2020,0,13650,13650,0.0,0.0,0.0
1183,Puerto Rico,PR,12/14/2020,0,30225,30225,0.0,0.0,0.0
1184,Rhode Island,RI,12/14/2020,0,9750,9750,0.0,0.0,0.0
1185,South Carolina,SC,12/14/2020,0,42900,42900,0.0,0.0,0.0
1186,South Dakota,SD,12/14/2020,0,7800,7800,0.0,0.0,0.0
1187,Tennessee,TN,12/14/2020,0,56550,56550,0.0,0.0,0.0
1188,Texas,TX,12/14/2020,0,224250,224250,0.0,0.0,0.0
1189,U.S. Virgin Islands,,12/14/2020,0,975,975,0.0,0.0,0.0
1190,Utah,UT,12/14/2020,0,23400,23400,0.0,0.0,0.0
1191,Vermont,VT,12/14/2020,0,5850,5850,0.0,0.0,0.0
1192,Virginia,VA,12/14/2020,0,72150,72150,0.0,0.0,0.0
1193,Washington,WA,12/14/2020,0,62400,62400,0.0,0.0,0.0
1194,West Virginia,WV,12/14/2020,0,16575,16575,0.0,0.0,0.0
1195,Wisconsin,WI,12/14/2020,0,49725,49725,0.0,0.0,0.0
1196,Wyoming,WY,12/14/2020,0,4875,4875,0.0,0.0,0.0
